Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Svi Mykhailiuk,SF,24,TOR,56,716,9.6,.509,.573,.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,,0.1,0.7,0.8,.052,,-2.7,-0.2,-2.9,-0.2
Abdel Nader,SF,28,PHO,14,145,4.9,.431,.400,.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,,-0.3,0.3,0.0,-0.009,,-7.1,2.2,-4.9,-0.1
Larry Nance Jr.,C-PF,29,PORNOP,46,1040,14.4,.590,.283,.231,7.4,19.3,13.1,11.4,2.0,1.9,12.0,12.8,,1.5,0.8,2.3,.104,,-0.4,0.3,-0.1,0.5
RJ Nembhard Jr.,SG,22,CLE,14,63,8.0,.380,.111,.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,,0.0,0.0,0.0,.010,,-4.4,-1.5,-6.0,-0.1
Aaron Nesmith,SF,22,BOS,52,574,7.3,.507,.632,.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,,-0.4,0.9,0.4,.038,,-4.9,0.7,-4.3,-0.3
Raul Neto,PG,29,WAS,70,1372,12.4,.538,.272,.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,,0.7,0.8,1.5,.053,,-2.5,-0.5,-2.9,-0.4
Malik Newman,PG,24,CLE,1,8,28.6,.680,.200,.400,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,,0.0,0.0,0.0,.179,,6.3,0.1,6.4,0.0
Georges Niang,PF,28,PHI,76,1736,10.7,.594,.687,.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,,1.5,1.3,2.8,.077,,-0.8,-1.1,-1.9,0.0
Daishen Nix,SG,19,HOU,24,261,8.1,.480,.388,.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,,-0.3,0.1,-0.2,-0.033,,-5.4,-1.0,-6.4,-0.3
Zeke Nnaji,PF,21,DEN,41,698,13.5,.629,.430,.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,,1.2,0.6,1.8,.123,,-0.7,-1.6,-2.2,0.0
Nerlens Noel,C,27,NYK,25,562,11.8,.581,.050,.500,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,,0.4,1.0,1.5,.128,,-3.1,3.3,0.3,0.3
Jaylen Nowell,SG,22,MIN,62,975,16.8,.581,.387,.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,,2.1,0.7,2.8,.138,,1.5,-0.7,0.8,0.7
Frank Ntilikina,SG,23,DAL,58,685,10.4,.513,.498,.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,,0.1,0.9,0.9,.065,,-2.8,0.9,-1.9,0.0
Jusuf Nurkić,C,27,POR,56,1579,20.0,.586,.093,.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,,2.0,1.7,3.6,.110,,0.1,0.2,0.3,0.9
David Nwaba,SF,29,HOU,46,609,15.3,.567,.278,.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,,0.8,0.5,1.3,.105,,-0.6,0.0,-0.6,0.2
Jordan Nwora,SF,23,MIL,62,1185,9.9,.506,.491,.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,,-0.4,1.1,0.6,.025,,-2.7,-1.5,-4.1,-0.6
Royce O'Neale,SF,28,UTA,77,2406,10.3,.608,.689,.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,,2.7,2.8,5.5,.109,,-0.8,1.7,0.8,1.7
Semi Ojeleye,PF,27,MILLAC,30,406,6.7,.438,.505,.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.2,.029,,-4.1,-1.6,-5.7,-0.4
Chuma Okeke,PF,23,ORL,70,1749,12.0,.501,.645,.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,,-0.3,2.5,2.2,.060,,-1.6,1.5,-0.1,0.8
Josh Okogie,SG,23,MIN,49,516,9.0,.526,.452,.490,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,,0.1,0.5,0.7,.062,,-3.7,0.9,-2.7,-0.1
Onyeka Okongwu,C,21,ATL,48,992,19.8,.714,.000,.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,,3.1,1.1,4.2,.202,,0.0,0.8,0.8,0.7
Isaac Okoro,SF,21,CLE,67,1981,10.4,.589,.364,.360,4.1,7.1,5.6,8.5,1.4,1.0,10.4,12.4,,2.4,1.9,4.2,.103,,-2.4,0.7,-1.7,0.1
KZ Okpala,PF,22,MIA,21,244,10.4,.521,.377,.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,,0.2,0.3,0.5,.097,,-3.2,0.4,-2.8,-0.1
Victor Oladipo,SG,29,MIA,8,173,16.8,.608,.493,.260,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,,0.2,0.2,0.4,.124,,1.8,-0.5,1.3,0.1
Cameron Oliver,SF,25,ATL,2,43,21.4,.705,.200,.200,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,,0.2,0.0,0.2,.219,,2.3,-0.5,1.7,0.0
Kelly Olynyk,C,30,DET,40,764,16.7,.561,.416,.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,,0.8,0.8,1.6,.104,,0.5,1.0,1.6,0.7
Eugene Omoruyi,SF,24,DAL,4,18,17.0,.518,.400,.800,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,,0.1,0.0,0.1,.201,,3.3,0.7,4.0,0.0
Miye Oni,SG,24,UTA,16,44,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,,-0.1,0.0,0.0,-0.032,,-7.6,-0.3,-7.9,-0.1
Cedi Osman,SF,26,CLE,66,1462,13.3,.563,.628,.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,,1.3,1.6,2.9,.094,,-0.3,0.5,0.2,0.8
Daniel Oturu,C,22,TOR,3,27,13.4,.549,.167,.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,,0.0,0.0,0.1,.121,,-2.7,-2.5,-5.2,0.0
Kelly Oubre Jr.,SF,26,CHO,76,1999,14.9,.560,.593,.203,4.1,12.0,8.0,6.2,1.8,1.5,6.2,23.0,,1.8,1.4,3.3,.079,,0.2,-1.6,-1.4,0.3
Jaysean Paige,PG,27,DET,1,7,-22.2,.000,.667,.000,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,,-0.1,0.0,-0.1,-0.574,,-25.0,-6.5,-31.5,0.0
Trayvon Palmer,SG,27,DET,1,17,-5.7,.000,.000,.000,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,,-0.1,0.0,0.0,-0.133,,-13.1,-1.8,-15.0,-0.1
Kevin Pangos,PG,29,CLE,24,166,6.5,.408,.565,.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,,-0.1,0.1,0.1,.016,,-4.7,-1.4,-6.1,-0.2
Jabari Parker,PF,26,BOS,12,112,14.8,.632,.421,.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,,0.1,0.2,0.3,.141,,-0.3,1.1,0.7,0.1
Eric Paschall,PF,25,UTA,58,737,13.9,.612,.460,.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,,1.4,0.5,2.0,.127,,0.5,-1.0,-0.5,0.3
Chris Paul,PG,36,PHO,65,2139,20.8,.581,.270,.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,,5.8,3.6,9.4,.210,,3.1,2.3,5.4,4.0
Cameron Payne,PG,27,PHO,58,1278,13.8,.500,.359,.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,,0.2,1.8,1.9,.073,,-0.4,0.4,0.0,0.7
Elfrid Payton,PG,27,PHO,50,549,7.9,.397,.103,.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,,-1.0,0.8,-0.2,-0.014,,-4.6,1.2,-3.5,-0.2
Gary Payton II,SG,29,GSW,71,1248,17.8,.679,.349,.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,,2.5,2.6,5.2,.199,,0.3,3.4,3.7,1.8
Norvel Pelle,C,28,UTA,3,19,12.2,.600,.000,.000,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,,0.0,0.0,0.0,.038,,-3.0,-4.1,-7.1,0.0
Reggie Perry,PF,21,PORIND,10,187,15.6,.537,.203,.190,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,,0.1,0.2,0.2,.058,,-3.1,-1.0,-4.1,-0.1
Jamorko Pickett,PF,24,DET,13,176,7.6,.491,.780,.040,3.5,16.8,9.8,5.8,0.0,3.6,8.9,13.6,,0.0,0.1,0.1,.015,,-2.8,-2.1,-5.0,-0.1
Theo Pinson,SF,26,DAL,19,148,11.9,.553,.769,.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,,0.2,0.2,0.4,.122,,-1.5,1.0,-0.5,0.1
Mason Plumlee,C,31,CHO,73,1793,14.7,.603,.006,.534,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,,2.7,2.0,4.7,.127,,-1.5,1.5,0.0,0.9
Jakob Poeltl,C,26,SAS,68,1970,20.8,.613,.002,.287,13.9,20.0,16.9,14.0,1.1,5.0,12.7,18.3,,4.4,2.5,6.9,.168,,0.9,0.7,1.6,1.7
Aleksej Pokusevski,PF,20,OKC,61,1233,12.0,.485,.432,.110,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,,-1.1,1.5,0.4,.014,,-2.7,0.1,-2.6,-0.2
Yves Pons,SF,22,MEM,12,71,5.9,.385,.563,.125,7.2,10.6,8.8,1.7,0.7,5.0,5.6,10.3,,0.0,0.1,0.0,.030,,-4.9,-1.7,-6.6,-0.1
Jordan Poole,SG,22,GSW,76,2283,16.1,.598,.548,.251,1.7,10.5,6.2,21.0,1.3,1.0,13.7,26.0,,3.1,2.9,6.0,.126,,1.3,-0.3,1.0,1.7
Kevin Porter Jr.,PG,21,HOU,61,1907,13.5,.531,.511,.239,2.5,13.0,7.7,30.7,1.7,1.0,17.7,24.1,,0.0,0.8,0.8,.021,,-0.1,-1.6,-1.6,0.2
Michael Porter Jr.,SF,23,DEN,9,265,7.5,.416,.466,.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,,-0.5,0.3,-0.2,-0.032,,-3.9,0.5,-3.5,-0.1
Otto Porter Jr.,PF,28,GSW,63,1396,15.9,.581,.519,.147,6.9,21.0,14.2,9.6,2.4,2.0,7.7,15.0,,2.2,2.7,4.9,.168,,1.0,2.1,3.1,1.8
Bobby Portis,C,26,MIL,72,2028,17.7,.571,.388,.130,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,,2.9,2.6,5.5,.131,,1.2,-1.0,0.2,1.1
Kristaps Porziņģis,PF,26,DALWAS,51,1481,23.7,.577,.329,.373,7.7,23.1,15.4,13.7,1.3,5.0,8.3,29.5,,3.2,2.4,5.6,.180,,3.3,0.6,3.9,2.2
Micah Potter,C,23,DET,3,31,13.6,.505,.182,.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.8,,0.0,0.0,0.0,.073,,-4.0,-3.0,-7.1,0.0
Dwight Powell,C,30,DAL,82,1798,18.1,.725,.092,.529,10.7,14.3,12.5,8.1,1.0,2.0,11.5,14.0,,6.0,2.2,8.2,.219,,0.4,0.5,0.9,1.3
Myles Powell,PG,24,PHI,11,52,0.2,.364,.353,.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,,-0.2,0.0,-0.1,-0.109,,-10.5,-2.2,-12.7,-0.1
Norman Powell,SF-SG,28,PORLAC,45,1458,16.3,.603,.418,.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,,2.4,0.4,2.8,.093,,1.2,-1.5,-0.3,0.6
Joshua Primo,SF,19,SAS,50,965,7.1,.487,.507,.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,,-0.6,0.6,0.0,.001,,-3.8,-1.1,-5.0,-0.7
Taurean Prince,PF,27,MIN,69,1177,12.4,.589,.587,.210,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,,1.0,1.2,2.2,.090,,-1.0,0.0,-0.9,0.3
Payton Pritchard,PG,24,BOS,71,1001,15.0,.578,.657,.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,,1.8,1.2,3.1,.148,,1.7,0.1,1.8,1.0
Trevelin Queen,SG,24,HOU,10,74,18.2,.619,.727,.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,,0.1,0.1,0.1,.080,,2.7,-0.8,1.9,0.1
Neemias Queta,C,22,SAC,15,120,12.7,.495,.000,.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,,0.0,0.1,0.1,.051,,-4.1,-1.0,-5.1,-0.1
Immanuel Quickley,PG,22,NYK,78,1802,14.6,.543,.547,.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,,2.5,1.8,4.2,.113,,0.2,0.0,0.2,1.0
Jahmi'us Ramsey,SG,20,SAC,19,134,7.9,.468,.310,.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0.0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2
Julius Randle,PF,27,NYK,72,2544,15.7,.509,.313,.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,,-0.3,3.4,3.1,.059,,0.4,0.2,0.5,1.6
Austin Reaves,SG,23,LAL,61,1418,11.5,.600,.525,.371,3.4,11.2,7.3,10.3,1.0,1.3,9.8,12.4,,2.1,0.8,2.9,.097,,-1.3,-0.6,-1.9,0.0
Cam Reddish,SF,22,ATLNYK,49,1012,12.8,.543,.451,.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,,0.2,0.8,1.0,.046,,-1.0,-0.3,-1.3,0.2
Davon Reed,SG,26,DEN,48,668,12.2,.624,.534,.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,,0.9,0.7,1.6,.117,,-0.6,0.3,-0.3,0.3
Paul Reed,C,22,PHI,38,302,21.4,.568,.083,.146,16.6,17.4,17.0,8.3,5.5,4.2,8.9,16.7,,0.6,0.7,1.3,.212,,-0.8,2.9,2.1,0.3
Naz Reid,C,22,MIN,77,1215,17.2,.588,.349,.313,8.8,18.0,13.3,8.7,1.6,5.6,13.2,21.4,,1.5,1.6,3.2,.125,,-0.5,0.5,0.0,0.6
Nick Richards,C,24,CHO,50,367,15.9,.689,.000,.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,,0.6,0.3,1.0,.125,,-2.6,-0.2,-2.8,-0.1
Josh Richardson,SG,28,BOSSAS,65,1600,12.8,.573,.461,.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,,1.6,2.0,3.5,.106,,-0.6,0.7,0.1,0.9
Austin Rivers,SG,29,DEN,67,1480,7.2,.546,.660,.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,,0.1,1.1,1.2,.037,,-3.5,-0.3,-3.8,-0.7
Duncan Robinson,SG,27,MIA,79,2043,10.6,.573,.860,.084,1.4,9.8,5.6,9.3,1.0,0.7,7.4,17.7,,1.9,2.0,3.9,.092,,-0.3,-0.3,-0.6,0.7
Justin Robinson,PG,24,MILSACDET,25,304,3.6,.404,.656,.086,1.4,6.0,3.7,14.0,1.4,0.3,15.0,16.0,,-0.5,0.2,-0.3,-0.055,,-6.4,-1.3,-7.6,-0.4
Mitchell Robinson,C,23,NYK,72,1848,20.7,.722,.000,.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,,5.3,3.2,8.5,.221,,1.0,1.2,2.2,2.0
Jeremiah Robinson-Earl,C,21,OKC,49,1087,11.7,.526,.509,.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,,0.4,1.0,1.5,.065,,-1.9,-0.4,-2.2,-0.1
Isaiah Roby,PF,23,OKC,45,948,18.3,.607,.307,.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,,1.8,1.1,2.9,.147,,0.4,0.2,0.6,0.6
Rajon Rondo,PG,35,LALCLE,39,698,10.9,.496,.500,.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,,-0.1,0.8,0.7,.048,,-2.4,0.7,-1.7,0.1
Derrick Rose,PG,33,NYK,26,636,16.9,.541,.336,.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,.108,,2.3,0.0,2.3,0.7
Terrence Ross,SG,30,ORL,63,1448,10.0,.515,.477,.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,,-0.5,0.9,0.3,.011,,-2.5,-1.1,-3.7,-0.6
Terry Rozier,SG,27,CHO,73,2458,17.6,.566,.508,.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,,4.3,1.6,5.9,.115,,2.4,-0.7,1.7,2.3
Ricky Rubio,PG,31,CLE,34,970,14.0,.488,.423,.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,.064,,-1.0,1.2,0.2,0.5
D'Angelo Russell,PG,25,MIN,65,2077,16.3,.544,.531,.246,1.3,10.1,5.6,33.1,1.4,1.0,13.2,25.1,,2.9,1.5,4.4,.101,,2.2,-1.5,0.8,1.4
Matt Ryan,SF,24,BOS,1,5,3.5,.300,1.000,.000,0.0,0.0,0.0,0.0,9.9,0.0,0.0,44.0,,0.0,0.0,0.0,-0.250,,-9.9,-3.8,-13.7,0.0
Domantas Sabonis,PF,25,INDSAC,62,2136,21.9,.637,.162,.429,10.3,29.0,19.5,23.6,1.3,1.1,17.5,22.3,,5.3,1.8,7.1,.159,,3.2,0.9,4.1,3.2
Olivier Sarr,C,22,OKC,22,421,14.0,.672,.287,.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1.0,.116,,-2.7,-1.3,-4.0,-0.2
Tomáš Satoranský,SG-PG-SF,30,NOPSASWAS,55,906,10.2,.461,.277,.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,,0.5,0.6,1.0,.056,,-3.3,-0.3,-3.7,-0.4
Jordan Schakel,SG,23,WAS,4,30,-1.2,.210,.545,.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,,-0.2,0.0,-0.1,-0.204,,-8.6,-4.3,-13.0,-0.1
Admiral Schofield,SF,24,ORL,38,469,7.5,.538,.612,.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,,-0.1,0.3,0.3,.027,,-4.2,-1.2,-5.4,-0.4
Dennis Schröder,PG,28,BOSHOU,64,1837,13.0,.539,.345,.254,2.0,10.5,6.3,24.2,1.4,0.4,15.1,22.6,,1.0,1.9,2.9,.076,,-1.5,-0.4,-1.9,0.0
Tre Scott,SF,25,CLE,2,11,20.4,.500,.167,.000,10.3,9.8,10.1,0.0,4.5,8.1,0.0,24.1,,0.0,0.0,0.0,.138,,-4.8,1.8,-3.0,0.0
Jay Scrubb,SG,21,LAC,18,121,9.3,.486,.457,.217,1.8,11.9,7.0,9.7,1.6,2.1,12.2,20.8,,-0.1,0.1,0.0,.002,,-4.4,-0.4,-4.8,-0.1
Wayne Selden,SG,27,NYK,3,19,4.3,.434,.500,1.000,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,.016,,-4.3,-1.6,-5.9,0.0
Alperen Sengun,C,19,HOU,72,1489,16.0,.552,.223,.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,,0.8,1.3,2.1,.068,,-1.6,0.6,-1.0,0.4
Collin Sexton,SG,23,CLE,11,316,11.2,.523,.298,.258,4.6,7.9,6.3,11.9,1.6,0.0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.7,-4.1,-0.2
Landry Shamet,SG,24,PHO,69,1437,10.2,.550,.689,.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,,1.1,1.5,2.6,.085,,-0.9,-0.4,-1.2,0.3
Day'Ron Sharpe,PF,20,BRK,32,391,20.7,.593,.047,.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,.152,,-0.3,-2.5,-2.8,-0.1
Pascal Siakam,PF,27,TOR,68,2578,20.3,.565,.181,.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,,4.9,3.2,8.1,.151,,2.7,0.8,3.5,3.6
Chris Silva,PF,25,MINMIA,10,91,11.6,.641,.000,.800,16.5,28.2,22.4,10.6,0.0,1.2,28.3,13.8,,0.1,0.1,0.3,.137,,-5.0,0.1,-4.9,-0.1
Marko Simonovic,C,22,CHI,9,35,10.2,.428,.333,.733,16.2,16.0,16.1,0.0,1.4,2.5,9.2,27.5,,0.0,0.0,0.0,-0.011,,-6.1,-5.0,-11.1,-0.1
Anfernee Simons,SG,22,POR,57,1681,15.3,.583,.555,.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,,2.0,-0.1,1.9,.055,,1.9,-2.7,-0.7,0.5
Zavier Simpson,PG,24,OKC,4,174,7.7,.406,.154,.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,,-0.2,0.1,-0.1,-0.018,,-6.0,-1.9,-7.9,-0.3
Jericho Sims,PF,23,NYK,41,555,11.6,.674,.000,.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,,0.7,0.8,1.5,.128,,-2.8,1.1,-1.7,0.0
Deividas Sirvydis,SG,21,DET,3,27,0.1,.150,.700,.000,0.0,25.3,12.0,4.9,5.4,3.3,0.0,15.9,,-0.1,0.1,-0.1,-0.139,,-10.8,2.2,-8.7,0.0
Javonte Smart,PG,22,MILMIA,17,200,5.1,.407,.450,.100,2.7,10.0,6.5,10.4,1.5,1.5,14.9,15.9,,-0.3,0.2,-0.2,-0.038,,-5.9,-0.8,-6.6,-0.2
Marcus Smart,PG,27,BOS,71,2296,13.6,.540,.501,.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,,1.9,3.7,5.6,.116,,-1.2,1.7,0.5,1.5
Dennis Smith Jr.,PG,24,POR,37,638,13.2,.474,.143,.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,,-0.1,0.5,0.4,.031,,-2.8,1.2,-1.7,0.1
Ish Smith,PG,33,CHOWAS,65,1126,12.5,.465,.156,.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,,-0.3,0.9,0.5,.023,,-2.2,-0.6,-2.9,-0.2
Jalen Smith,PF,21,PHOIND,51,924,18.4,.595,.349,.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,,1.7,1.1,2.8,.145,,0.9,-1.4,-0.5,0.3
Xavier Sneed,SF,24,MEMUTA,9,39,0.4,.250,.800,.000,5.5,10.9,8.3,3.3,0.0,0.0,0.0,11.0,,-0.1,0.0,0.0,-0.056,,-6.9,-3.7,-10.6,-0.1
Tony Snell,SG,30,PORNOP,53,822,6.3,.541,.749,.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,,0.2,0.2,0.4,.023,,-3.4,-0.8,-4.2,-0.5
Jaden Springer,SG,19,PHI,2,6,26.4,1.000,.000,.000,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,,0.0,0.0,0.0,.138,,8.3,8.7,17.1,0.0
Cassius Stanley,SG,22,DET,9,155,8.0,.516,.370,.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,,0.0,0.1,0.1,.021,,-4.9,-1.0,-5.8,-0.2
Nik Stauskas,SG,28,MIABOS,8,39,10.5,.541,.714,.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,,0.0,0.0,0.1,.078,,-0.9,-2.7,-3.6,0.0
Lance Stephenson,PG-SG,31,ATLIND,46,814,13.6,.536,.279,.248,1.6,16.0,8.7,30.2,1.4,0.4,16.7,22.6,,0.4,0.4,0.8,.048,,-1.6,-1.6,-3.2,-0.2
Lamar Stevens,PF,24,CLE,63,1015,11.3,.544,.204,.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,,0.4,1.2,1.6,.078,,-3.2,0.3,-2.9,-0.2
Isaiah Stewart,C,20,DET,71,1816,14.0,.550,.094,.210,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,,1.6,1.8,3.4,.091,,-2.5,-0.8,-3.3,-0.6
Max Strus,SF,25,MIA,68,1587,12.7,.614,.784,.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,,2.0,1.7,3.6,.110,,1.4,-0.4,0.9,1.2
Jalen Suggs,PG,20,ORL,48,1307,8.6,.455,.358,.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,,-3.0,1.3,-1.6,-0.060,,-5.3,-0.2,-5.6,-1.2
Craig Sword,SG,28,WAS,3,19,14.2,.750,.250,.000,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,,0.0,0.0,0.1,.158,,-8.6,10.0,1.4,0.0
Keifer Sykes,PG,28,IND,32,566,5.9,.456,.474,.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,,-0.5,0.1,-0.5,-0.040,,-4.4,-2.4,-6.9,-0.7
Jae'Sean Tate,PF,26,HOU,78,2056,14.3,.567,.277,.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,,1.9,1.1,3.0,.071,,-1.3,-0.5,-1.8,0.1
Jayson Tatum,SF,23,BOS,76,2731,21.8,.578,.416,.300,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,,5.0,4.6,9.6,.169,,4.3,0.6,5.0,4.8
Terry Taylor,PF,22,IND,33,714,19.0,.656,.173,.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,,2.2,0.2,2.4,.160,,2.1,-2.8,-0.6,0.2
Garrett Temple,SG,35,NOP,59,1098,8.6,.494,.627,.139,2.9,11.8,7.2,9.2,1.9,2.0,11.8,13.9,,-0.1,1.0,0.8,.037,,-2.8,0.3,-2.5,-0.1
Emanuel Terry,PF,25,PHO,3,18,-0.1,.000,.000,.000,48.9,40.6,44.7,12.2,2.7,0.0,50.0,23.9,,-0.1,0.0,-0.1,-0.256,,-13.0,-5.3,-18.3,-0.1
Tyrell Terry,PG,21,MEM,2,3,20.0,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,,0.0,0.0,0.0,.222,,-3.4,2.5,-1.0,0.0
Jon Teske,C,24,MEM,3,8,1.5,.000,.000,2.000,0.0,26.8,13.1,13.8,6.0,0.0,0.0,9.6,,0.0,0.0,0.0,-0.080,,-8.5,3.7,-4.8,0.0
Daniel Theis,C,29,HOUBOS,47,977,13.2,.595,.368,.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,,0.9,1.0,1.9,.093,,-1.9,-0.2,-2.1,0.0
Brodric Thomas,SG,25,BOS,12,60,10.0,.520,.500,.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,,0.0,0.1,0.1,.052,,-3.6,0.8,-2.8,0.0
Cam Thomas,SG,20,BRK,67,1176,11.7,.519,.346,.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,,0.0,0.8,0.8,.033,,-2.0,-1.4,-3.4,-0.4
